deduplicated_bullet_id,duplicate_count,normalized_match_key,all_source_references,bullet_id,original_zip_name,source_project_zip,source_project,source_project_id,source_tex_file,source_line_number,section_name,experience_id,experience_title,organization,date,bullet_text,raw_bullet_tex,detected_tools,possible_role_tags
dedup_b000108,2,"partnered with designers, engineers, and content managers to iterate information architecture and tagging structure for improved user experience and behavioral consistency across portals.",Overleaf Projects (77 items).zip | 26 summer_Product design (26 summer_Product design.zip) | main.tex:265 || Overleaf Projects (77 items).zip | 26 summer_Product design_Dicks (26 summer_Product design_Dicks.zip) | main.tex:265,raw_b000300,Overleaf Projects (77 items).zip,26 summer_Product design.zip,26 summer_Product design,project_025_26_summer_product_design,main.tex,265,PROFESSIONAL EXPERIENCE,raw_e000190,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Partnered with designers, engineers, and content managers to iterate information architecture and tagging structure for improved user experience and behavioral consistency across portals.","Partnered with designers, engineers, and content managers to iterate information architecture and tagging structure for improved user experience and behavioral consistency across portals.",,
dedup_b000109,2,"led usability evaluation of sharepoint + copilot knowledge base by conducting task-based tests with staff, analyzing navigation patterns and adoption metrics to identify workflow bottlenecks.",Overleaf Projects (77 items).zip | 26 summer_UXR (v2） (26 summer_UXR (v2）.zip) | main.tex:249 || Overleaf Projects (77 items).zip | 26 summer_tech PM (v1) (26 summer_tech PM (v1).zip) | main.tex:255,raw_b000335,Overleaf Projects (77 items).zip,26 summer_UXR (v2）.zip,26 summer_UXR (v2）,project_028_26_summer_uxr_v2,main.tex,249,PROFESSIONAL EXPERIENCE,raw_e000213,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Led usability evaluation of SharePoint + Copilot knowledge base by conducting task-based tests with staff, analyzing navigation patterns and adoption metrics to identify workflow bottlenecks.","Led usability evaluation of SharePoint + Copilot knowledge base by conducting task-based tests with staff, analyzing navigation patterns and adoption metrics to identify workflow bottlenecks.",SharePoint,
dedup_b000110,5,"conducted structured feedback sessions with 16 career service offices, coding recurring issues and prioritizing pain points, which guided redesign of content tagging and cross-site navigation.",Overleaf Projects (77 items).zip | 26 summer_UXR (v2） (26 summer_UXR (v2）.zip) | main.tex:250 || Overleaf Projects (77 items).zip | 26 summer_UXR_Organon (26 summer_UXR_Organon.zip) | main.tex:253 || Overleaf Projects (77 items).zip | 26 summer_UXR_SIE (26 summer_UXR_SIE.zip) | main.tex:253 || Overleaf Projects (77 items).zip | 26 summer_UXR_Xometry (26 summer_UXR_Xometry.zip) | main.tex:251 || Overleaf Projects (77 items).zip | 26 summer_UXR_adobe (26 summer_UXR_adobe.zip) | main.tex:252,raw_b000336,Overleaf Projects (77 items).zip,26 summer_UXR (v2）.zip,26 summer_UXR (v2）,project_028_26_summer_uxr_v2,main.tex,250,PROFESSIONAL EXPERIENCE,raw_e000213,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Conducted structured feedback sessions with 16 career service offices, coding recurring issues and prioritizing pain points, which guided redesign of content tagging and cross-site navigation.","Conducted structured feedback sessions with 16 career service offices, coding recurring issues and prioritizing pain points, which guided redesign of content tagging and cross-site navigation.",,
dedup_b000111,3,"designed and conducted a comparative usability study on 2 online pdf tools with 8 participants, employing controlled experiments to assess 3 distinct functionalities.",Overleaf Projects (77 items).zip | 26 summer_UXR (v2） (26 summer_UXR (v2）.zip) | main.tex:293 || Overleaf Projects (77 items).zip | Graduate Student Assistant- AI-Powered Career Success Systems(V2) (Graduate Student Assistant- AI-Powered Career Success Systems(V2).zip) | main.tex:253 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:258,raw_b000339,Overleaf Projects (77 items).zip,26 summer_UXR (v2）.zip,26 summer_UXR (v2）,project_028_26_summer_uxr_v2,main.tex,293,RESEARCH EXPERIENCE,raw_e000215,Usability Testing of Online PDF Tools,Project Lead,Apr. 2023 - Jun. 2023,"Designed and conducted a comparative usability study on 2 online PDF tools with 8 participants, employing controlled experiments to assess 3 distinct functionalities.","Designed and conducted a comparative usability study on 2 online PDF tools with 8 participants, employing controlled experiments to assess 3 distinct functionalities.",,
dedup_b000112,3,"optimized protocols for a 6-month fragrance characterization study in imotions, integrating interviews and physiological measures (eeg, gsr, ecg) to evaluate 30 products in collaboration with the french lab.",Overleaf Projects (77 items).zip | 26 summer_UXR_Organon (26 summer_UXR_Organon.zip) | main.tex:233 || Overleaf Projects (77 items).zip | 26 summer_UXR_SIE (26 summer_UXR_SIE.zip) | main.tex:233 || Overleaf Projects (77 items).zip | 26 summer_UXR_Xometry (26 summer_UXR_Xometry.zip) | main.tex:231,raw_b000344,Overleaf Projects (77 items).zip,26 summer_UXR_Organon.zip,26 summer_UXR_Organon,project_029_26_summer_uxr_organon,main.tex,233,PROFESSIONAL EXPERIENCE,raw_e000220,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Optimized protocols for a 6-month fragrance characterization study in iMotions, integrating interviews and physiological measures (EEG, GSR, ECG) to evaluate 30 products in collaboration with the French lab.","Optimized protocols for a 6-month fragrance characterization study in iMotions, integrating interviews and physiological measures (EEG, GSR, ECG) to evaluate 30 products in collaboration with the French lab.",R; iMotions,
dedup_b000113,21,"designed and localized multi-phase iat and cata surveys integrating reaction-time, rating, semantic free-listing, and projection techniques; refined question framing to ensure cultural validity and comparability across markets.",Overleaf Projects (77 items).zip | 26 summer_UXR_Organon (26 summer_UXR_Organon.zip) | main.tex:234 || Overleaf Projects (77 items).zip | 26 summer_UXR_SIE (26 summer_UXR_SIE.zip) | main.tex:234 || Overleaf Projects (77 items).zip | 26 summer_UXR_Xometry (26 summer_UXR_Xometry.zip) | main.tex:232 || Overleaf Projects (77 items).zip | 26 summer_UX_Netflix (26 summer_UX_Netflix.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_Sandisk (Ziyuan_Guo_Consumer_Sandisk.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_iff (Ziyuan_Guo_Consumer_iff.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_market_iff (Ziyuan_Guo_Consumer_market_iff.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Digital Ops_Richemont (Ziyuan_Guo_Digital Ops_Richemont.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Genentech (Ziyuan_Guo_HF_Genentech.zip) | main.tex:234 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Wisk (Ziyuan_Guo_HF_Wisk.zip) | main.tex:234 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_aperture (Ziyuan_Guo_HF_aperture.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:237 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_TheInclab (Ziyuan_Guo_Product_TheInclab.zip) | main.tex:237 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_Equinix (Ziyuan_Guo_UXR_Equinix.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_TensorWave (Ziyuan_Guo_UXR_TensorWave.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_Fortive (Ziyuan_Guo_UX_Fortive.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_JPMorgan (Ziyuan_Guo_UX_JPMorgan.zip) | main.tex:232 || Overleaf Projects (77 items).zip | Ziyuan_Guo_market research_Signet (Ziyuan_Guo_market research_Signet.zip) | main.tex:237 || Overleaf Projects (77 items).zip | Ziyuan_Guo_research_Gensler (Ziyuan_Guo_research_Gensler.zip) | main.tex:232,raw_b000345,Overleaf Projects (77 items).zip,26 summer_UXR_Organon.zip,26 summer_UXR_Organon,project_029_26_summer_uxr_organon,main.tex,234,PROFESSIONAL EXPERIENCE,raw_e000220,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Designed and localized multi-phase IAT and CATA surveys integrating reaction-time, rating, semantic free-listing, and projection techniques; refined question framing to ensure cultural validity and comparability across markets.","Designed and localized multi-phase IAT and CATA surveys integrating reaction-time, rating, semantic free-listing, and projection techniques; refined question framing to ensure cultural validity and comparability across markets.",R,
dedup_b000114,3,"coordinated participant recruitment and multi-day fieldwork (6 studies, n = 300+) in partnership with external agencies, ensuring privacy compliance, participant well-being, and consistent data quality across all sessions.",Overleaf Projects (77 items).zip | 26 summer_UXR_Organon (26 summer_UXR_Organon.zip) | main.tex:235 || Overleaf Projects (77 items).zip | 26 summer_UXR_SIE (26 summer_UXR_SIE.zip) | main.tex:235 || Overleaf Projects (77 items).zip | 26 summer_UXR_Xometry (26 summer_UXR_Xometry.zip) | main.tex:233,raw_b000346,Overleaf Projects (77 items).zip,26 summer_UXR_Organon.zip,26 summer_UXR_Organon,project_029_26_summer_uxr_organon,main.tex,235,PROFESSIONAL EXPERIENCE,raw_e000220,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Coordinated participant recruitment and multi-day fieldwork (6 studies, N = 300+) in partnership with external agencies, ensuring privacy compliance, participant well-being, and consistent data quality across all sessions.","Coordinated participant recruitment and multi-day fieldwork (6 studies, N = 300+) in partnership with external agencies, ensuring privacy compliance, participant well-being, and consistent data quality across all sessions.",R,
dedup_b000115,19,led usability evaluation of internal ai + content platforms (sharepoint + copilot agent); visualized navigation and adoption data in insight decks to communicate workflow bottlenecks and influence redesign priorities.,Overleaf Projects (77 items).zip | 26 summer_UXR_Organon (26 summer_UXR_Organon.zip) | main.tex:252 || Overleaf Projects (77 items).zip | 26 summer_UXR_Xometry (26 summer_UXR_Xometry.zip) | main.tex:250 || Overleaf Projects (77 items).zip | 26 summer_UX_Netflix (26 summer_UX_Netflix.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_Sandisk (Ziyuan_Guo_Consumer_Sandisk.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_iff (Ziyuan_Guo_Consumer_iff.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_market_iff (Ziyuan_Guo_Consumer_market_iff.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Digital Ops_Richemont (Ziyuan_Guo_Digital Ops_Richemont.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Genentech (Ziyuan_Guo_HF_Genentech.zip) | main.tex:252 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Wisk (Ziyuan_Guo_HF_Wisk.zip) | main.tex:252 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_aperture (Ziyuan_Guo_HF_aperture.zip) | main.tex:269 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:255 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_TheInclab (Ziyuan_Guo_Product_TheInclab.zip) | main.tex:255 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_Equinix (Ziyuan_Guo_UXR_Equinix.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_TensorWave (Ziyuan_Guo_UXR_TensorWave.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_Fortive (Ziyuan_Guo_UX_Fortive.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_JPMorgan (Ziyuan_Guo_UX_JPMorgan.zip) | main.tex:250 || Overleaf Projects (77 items).zip | Ziyuan_Guo_market research_Signet (Ziyuan_Guo_market research_Signet.zip) | main.tex:255 || Overleaf Projects (77 items).zip | Ziyuan_Guo_research_Gensler (Ziyuan_Guo_research_Gensler.zip) | main.tex:250,raw_b000348,Overleaf Projects (77 items).zip,26 summer_UXR_Organon.zip,26 summer_UXR_Organon,project_029_26_summer_uxr_organon,main.tex,252,PROFESSIONAL EXPERIENCE,raw_e000221,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,Led usability evaluation of internal AI + content platforms (SharePoint + Copilot Agent); visualized navigation and adoption data in insight decks to communicate workflow bottlenecks and influence redesign priorities.,Led usability evaluation of internal AI + content platforms (SharePoint + Copilot Agent); visualized navigation and adoption data in insight decks to communicate workflow bottlenecks and influence redesign priorities.,SharePoint,
dedup_b000116,2,led usability evaluation of the sharepoint + copilot agent knowledge base; visualized navigation and adoption data in insight decks to communicate workflow bottlenecks and influence redesign priorities.,Overleaf Projects (77 items).zip | 26 summer_UXR_SIE (26 summer_UXR_SIE.zip) | main.tex:252 || Overleaf Projects (77 items).zip | 26 summer_UXR_adobe (26 summer_UXR_adobe.zip) | main.tex:251,raw_b000360,Overleaf Projects (77 items).zip,26 summer_UXR_SIE.zip,26 summer_UXR_SIE,project_030_26_summer_uxr_sie,main.tex,252,PROFESSIONAL EXPERIENCE,raw_e000229,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,Led usability evaluation of the SharePoint + Copilot Agent knowledge base; visualized navigation and adoption data in insight decks to communicate workflow bottlenecks and influence redesign priorities.,Led usability evaluation of the SharePoint + Copilot Agent knowledge base; visualized navigation and adoption data in insight decks to communicate workflow bottlenecks and influence redesign priorities.,SharePoint,
dedup_b000117,1,"monitored fieldwork for 6 consumer studies (n=300+), translating post-test interviews into user journey maps and opportunity areas that guided iterative product improvements and validated early market fit.",Overleaf Projects (77 items).zip | 26 summer_UXR_adobe (26 summer_UXR_adobe.zip) | main.tex:234,raw_b000381,Overleaf Projects (77 items).zip,26 summer_UXR_adobe.zip,26 summer_UXR_adobe,project_032_26_summer_uxr_adobe,main.tex,234,PROFESSIONAL EXPERIENCE,raw_e000244,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Monitored fieldwork for 6 consumer studies (N=300+), translating post-test interviews into user journey maps and opportunity areas that guided iterative product improvements and validated early market fit.","Monitored fieldwork for 6 consumer studies (N=300+), translating post-test interviews into user journey maps and opportunity areas that guided iterative product improvements and validated early market fit.",R,
dedup_b000118,15,"collaborating with the french lab, conducted mixed-methods consumer research (interviews, implicit measures, physiological data) to understand emotional responses to 30 fragrance concepts across markets, translating findings into actionable insights for product positioning.",Overleaf Projects (77 items).zip | 26 summer_UX_Netflix (26 summer_UX_Netflix.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_Sandisk (Ziyuan_Guo_Consumer_Sandisk.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_market_iff (Ziyuan_Guo_Consumer_market_iff.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Digital Ops_Richemont (Ziyuan_Guo_Digital Ops_Richemont.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Genentech (Ziyuan_Guo_HF_Genentech.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:236 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_TheInclab (Ziyuan_Guo_Product_TheInclab.zip) | main.tex:236 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_Equinix (Ziyuan_Guo_UXR_Equinix.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_TensorWave (Ziyuan_Guo_UXR_TensorWave.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_Fortive (Ziyuan_Guo_UX_Fortive.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_JPMorgan (Ziyuan_Guo_UX_JPMorgan.zip) | main.tex:231 || Overleaf Projects (77 items).zip | Ziyuan_Guo_market research_Signet (Ziyuan_Guo_market research_Signet.zip) | main.tex:236 || Overleaf Projects (77 items).zip | Ziyuan_Guo_research_Gensler (Ziyuan_Guo_research_Gensler.zip) | main.tex:231,raw_b000392,Overleaf Projects (77 items).zip,26 summer_UX_Netflix.zip,26 summer_UX_Netflix,project_033_26_summer_ux_netflix,main.tex,231,PROFESSIONAL EXPERIENCE,raw_e000252,Cognitive Sciences Lab Technician,"Evaluation Intelligence, L'Oreal R&I, Shanghai",Jul. 2024 – Jul. 2025,"Collaborating with the French lab, conducted mixed-methods consumer research (interviews, implicit measures, physiological data) to understand emotional responses to 30 fragrance concepts across markets, translating findings into actionable insights for product positioning.","Collaborating with the French lab, conducted mixed-methods consumer research (interviews, implicit measures, physiological data) to understand emotional responses to 30 fragrance concepts across markets, translating findings into actionable insights for product positioning.",R,
dedup_b000119,21,"coordinated participant recruitment and fieldwork (6 studies, 300+ consumers) in partnership with external agencies, ensuring privacy compliance, participant well-being, and consistent data quality across all sessions.",Overleaf Projects (77 items).zip | 26 summer_UX_Netflix (26 summer_UX_Netflix.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_Sandisk (Ziyuan_Guo_Consumer_Sandisk.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_iff (Ziyuan_Guo_Consumer_iff.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_market_iff (Ziyuan_Guo_Consumer_market_iff.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Digital Ops_Richemont (Ziyuan_Guo_Digital Ops_Richemont.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Genentech (Ziyuan_Guo_HF_Genentech.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_aperture (Ziyuan_Guo_HF_aperture.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:238 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_TheInclab (Ziyuan_Guo_Product_TheInclab.zip) | main.tex:238 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_Equinix (Ziyuan_Guo_UXR_Equinix.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_TensorWave (Ziyuan_Guo_UXR_TensorWave.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_Fortive (Ziyuan_Guo_UX_Fortive.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_JPMorgan (Ziyuan_Guo_UX_JPMorgan.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_market research_Signet (Ziyuan_Guo_market research_Signet.zip) | main.tex:238 || Overleaf Projects (77 items).zip | Ziyuan_Guo_research_Gensler (Ziyuan_Guo_research_Gensler.zip) | main.tex:233 || Overleaf Projects (77 items).zip | Ziyuan_Guo_robot_amazon (Ziyuan_Guo_robot_amazon.zip) | main.tex:236 || Overleaf Projects (77 items).zip | Ziyuan_Guo_test_Bertec (Ziyuan_Guo_test_Bertec.zip) | main.tex:230 || Overleaf Projects (77 items).zip | ziyuan_guo_QA_volvo (ziyuan_guo_QA_volvo.zip) | main.tex:255 || Overleaf Projects (77 items).zip | ziyuan_guo_ops_sono bello (ziyuan_guo_ops_sono bello.zip) | main.tex:254,raw_b000394,Overleaf Projects (77 items).zip,26 summer_UX_Netflix.zip,26 summer_UX_Netflix,project_033_26_summer_ux_netflix,main.tex,233,PROFESSIONAL EXPERIENCE,raw_e000252,Cognitive Sciences Lab Technician,"Evaluation Intelligence, L'Oreal R&I, Shanghai",Jul. 2024 – Jul. 2025,"Coordinated participant recruitment and fieldwork (6 studies, 300+ consumers) in partnership with external agencies, ensuring privacy compliance, participant well-being, and consistent data quality across all sessions.","Coordinated participant recruitment and fieldwork (6 studies, 300+ consumers) in partnership with external agencies, ensuring privacy compliance, participant well-being, and consistent data quality across all sessions.",R,
dedup_b000120,17,"conducted structured feedback sessions with 16 career service offices, coding recurring issues and identifying knowledge gaps, which inform redesign priorities and improve system adoption.",Overleaf Projects (77 items).zip | 26 summer_UX_Netflix (26 summer_UX_Netflix.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_Sandisk (Ziyuan_Guo_Consumer_Sandisk.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_iff (Ziyuan_Guo_Consumer_iff.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_market_iff (Ziyuan_Guo_Consumer_market_iff.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Digital Ops_Richemont (Ziyuan_Guo_Digital Ops_Richemont.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Genentech (Ziyuan_Guo_HF_Genentech.zip) | main.tex:253 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Wisk (Ziyuan_Guo_HF_Wisk.zip) | main.tex:253 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_aperture (Ziyuan_Guo_HF_aperture.zip) | main.tex:270 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:256 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_TheInclab (Ziyuan_Guo_Product_TheInclab.zip) | main.tex:256 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_Equinix (Ziyuan_Guo_UXR_Equinix.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_TensorWave (Ziyuan_Guo_UXR_TensorWave.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_Fortive (Ziyuan_Guo_UX_Fortive.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_JPMorgan (Ziyuan_Guo_UX_JPMorgan.zip) | main.tex:251 || Overleaf Projects (77 items).zip | Ziyuan_Guo_market research_Signet (Ziyuan_Guo_market research_Signet.zip) | main.tex:256 || Overleaf Projects (77 items).zip | Ziyuan_Guo_research_Gensler (Ziyuan_Guo_research_Gensler.zip) | main.tex:251,raw_b000397,Overleaf Projects (77 items).zip,26 summer_UX_Netflix.zip,26 summer_UX_Netflix,project_033_26_summer_ux_netflix,main.tex,251,PROFESSIONAL EXPERIENCE,raw_e000253,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Conducted structured feedback sessions with 16 career service offices, coding recurring issues and identifying knowledge gaps, which inform redesign priorities and improve system adoption.","Conducted structured feedback sessions with 16 career service offices, coding recurring issues and identifying knowledge gaps, which inform redesign priorities and improve system adoption.",,
dedup_b000121,12,"modeled 10 vr risk scenarios in blender and bench-tested 3 controlled simulation prototypes in vizard to examine risk perception in autonomous operation environment, enhancing ecological validity.",Overleaf Projects (77 items).zip | 26 summer_UX_Netflix (26 summer_UX_Netflix.zip) | main.tex:279 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_Sandisk (Ziyuan_Guo_Consumer_Sandisk.zip) | main.tex:279 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Genentech (Ziyuan_Guo_HF_Genentech.zip) | main.tex:281 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Wisk (Ziyuan_Guo_HF_Wisk.zip) | main.tex:281 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_aperture (Ziyuan_Guo_HF_aperture.zip) | main.tex:298 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_Equinix (Ziyuan_Guo_UXR_Equinix.zip) | main.tex:296 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_TensorWave (Ziyuan_Guo_UXR_TensorWave.zip) | main.tex:279 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_Fortive (Ziyuan_Guo_UX_Fortive.zip) | main.tex:279 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_JPMorgan (Ziyuan_Guo_UX_JPMorgan.zip) | main.tex:279 || Overleaf Projects (77 items).zip | Ziyuan_Guo_research_Gensler (Ziyuan_Guo_research_Gensler.zip) | main.tex:295 || Overleaf Projects (77 items).zip | Ziyuan_Guo_robot_amazon (Ziyuan_Guo_robot_amazon.zip) | main.tex:285 || Overleaf Projects (77 items).zip | Ziyuan_Guo_test_Bertec (Ziyuan_Guo_test_Bertec.zip) | main.tex:279,raw_b000399,Overleaf Projects (77 items).zip,26 summer_UX_Netflix.zip,26 summer_UX_Netflix,project_033_26_summer_ux_netflix,main.tex,279,RESEARCH EXPERIENCE,raw_e000254,Human Factor Intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Modeled 10 VR risk scenarios in Blender and bench-tested 3 controlled simulation prototypes in Vizard to examine risk perception in autonomous operation environment, enhancing ecological validity.","Modeled 10 VR risk scenarios in Blender and bench-tested 3 controlled simulation prototypes in Vizard to examine risk perception in autonomous operation environment, enhancing ecological validity.",Blender,
dedup_b000122,2,"iterated protocols for a 6-month fragrance characterization study in imotions, integrating implicit association tests and multi-sensor measures (eeg, gsr, ecg) to evaluate 30 products in collaboration with global teams.",Overleaf Projects (77 items).zip | 26 summer_Wearables Intern (26 summer_Wearables Intern.zip) | main.tex:235 || Overleaf Projects (77 items).zip | ziyuan_guo_PLM_Hyundai (ziyuan_guo_PLM_Hyundai.zip) | main.tex:235,raw_b000405,Overleaf Projects (77 items).zip,26 summer_Wearables Intern.zip,26 summer_Wearables Intern,project_034_26_summer_wearables_intern,main.tex,235,PROFESSIONAL EXPERIENCE,raw_e000260,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Iterated protocols for a 6-month fragrance characterization study in iMotions, integrating implicit association tests and multi-sensor measures (EEG, GSR, ECG) to evaluate 30 products in collaboration with global teams.","Iterated protocols for a 6-month fragrance characterization study in iMotions, integrating implicit association tests and multi-sensor measures (EEG, GSR, ECG) to evaluate 30 products in collaboration with global teams.",R; iMotions,
