raw_skill_id,original_zip_name,source_project,source_project_zip,source_project_id,source_tex_file,source_line_number,source_entry_start_line,source_entry_end_line,section_name,raw_category,raw_skill_text,raw_entry_text,normalized_skill_key,parse_flags
raw_s000272,Overleaf Projects (77 items).zip,26 summer_Product design_Dicks,26 summer_Product design_Dicks.zip,project_026_26_summer_product_design_dicks,main.tex,369,369,372,SKILLS,Technical Tools,Vizard,"Technical Tools: R, Python, SQL, Tableau, Blender, Vizard, PsychoPy, SharePoint, iMotions",vizard,
raw_s000273,Overleaf Projects (77 items).zip,26 summer_Product design_Dicks,26 summer_Product design_Dicks.zip,project_026_26_summer_product_design_dicks,main.tex,369,369,372,SKILLS,Technical Tools,PsychoPy,"Technical Tools: R, Python, SQL, Tableau, Blender, Vizard, PsychoPy, SharePoint, iMotions",psychopy,
raw_s000274,Overleaf Projects (77 items).zip,26 summer_Product design_Dicks,26 summer_Product design_Dicks.zip,project_026_26_summer_product_design_dicks,main.tex,369,369,372,SKILLS,Technical Tools,SharePoint,"Technical Tools: R, Python, SQL, Tableau, Blender, Vizard, PsychoPy, SharePoint, iMotions",sharepoint,
raw_s000275,Overleaf Projects (77 items).zip,26 summer_Product design_Dicks,26 summer_Product design_Dicks.zip,project_026_26_summer_product_design_dicks,main.tex,369,369,372,SKILLS,Technical Tools,iMotions,"Technical Tools: R, Python, SQL, Tableau, Blender, Vizard, PsychoPy, SharePoint, iMotions",imotions,
raw_s000276,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,320,320,322,SKILLS,Data & Insights,R,"Data & Insights: R, Python, SQL, Tableau, Power BI",r,
raw_s000277,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,320,320,322,SKILLS,Data & Insights,Python,"Data & Insights: R, Python, SQL, Tableau, Power BI",python,
raw_s000278,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,320,320,322,SKILLS,Data & Insights,SQL,"Data & Insights: R, Python, SQL, Tableau, Power BI",sql,
raw_s000279,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,320,320,322,SKILLS,Data & Insights,Tableau,"Data & Insights: R, Python, SQL, Tableau, Power BI",tableau,
raw_s000280,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,320,320,322,SKILLS,Data & Insights,Power BI,"Data & Insights: R, Python, SQL, Tableau, Power BI",power_bi,
raw_s000281,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,326,326,328,SKILLS,AI & Knowledge Platforms,AI Agent,"AI & Knowledge Platforms: AI Agent, Copilot Studio, SharePoint (IA, metadata design), Power Automate",ai_agent,
raw_s000282,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,326,326,328,SKILLS,AI & Knowledge Platforms,Copilot Studio,"AI & Knowledge Platforms: AI Agent, Copilot Studio, SharePoint (IA, metadata design), Power Automate",copilot_studio,
raw_s000283,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,326,326,328,SKILLS,AI & Knowledge Platforms,"SharePoint (IA, metadata design)","AI & Knowledge Platforms: AI Agent, Copilot Studio, SharePoint (IA, metadata design), Power Automate",sharepoint,
raw_s000284,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,326,326,328,SKILLS,AI & Knowledge Platforms,Power Automate,"AI & Knowledge Platforms: AI Agent, Copilot Studio, SharePoint (IA, metadata design), Power Automate",power_automate,
raw_s000285,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,337,337,340,SKILLS,Collaboration & Productivity Tools,Jira,"Collaboration & Productivity Tools: Jira, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint)",jira,
raw_s000286,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,337,337,340,SKILLS,Collaboration & Productivity Tools,Notion,"Collaboration & Productivity Tools: Jira, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint)",notion,
raw_s000287,Overleaf Projects (77 items).zip,26 summer_Product_Cloudflare,26 summer_Product_Cloudflare.zip,project_027_26_summer_product_cloudflare,main.tex,337,337,340,SKILLS,Collaboration & Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint)","Collaboration & Productivity Tools: Jira, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint)",microsoft_office_suite,
raw_s000288,Overleaf Projects (77 items).zip,26 summer_UXR (v2）,26 summer_UXR (v2）.zip,project_028_26_summer_uxr_v2,main.tex,320,320,322,SKILLS,Data & Analytics,R,"Data & Analytics: R, Python, SQL, Tableau, Power BI",r,
raw_s000289,Overleaf Projects (77 items).zip,26 summer_UXR (v2）,26 summer_UXR (v2）.zip,project_028_26_summer_uxr_v2,main.tex,320,320,322,SKILLS,Data & Analytics,Python,"Data & Analytics: R, Python, SQL, Tableau, Power BI",python,
raw_s000290,Overleaf Projects (77 items).zip,26 summer_UXR (v2）,26 summer_UXR (v2）.zip,project_028_26_summer_uxr_v2,main.tex,320,320,322,SKILLS,Data & Analytics,SQL,"Data & Analytics: R, Python, SQL, Tableau, Power BI",sql,
raw_s000291,Overleaf Projects (77 items).zip,26 summer_UXR (v2）,26 summer_UXR (v2）.zip,project_028_26_summer_uxr_v2,main.tex,320,320,322,SKILLS,Data & Analytics,Tableau,"Data & Analytics: R, Python, SQL, Tableau, Power BI",tableau,
raw_s000292,Overleaf Projects (77 items).zip,26 summer_UXR (v2）,26 summer_UXR (v2）.zip,project_028_26_summer_uxr_v2,main.tex,320,320,322,SKILLS,Data & Analytics,Power BI,"Data & Analytics: R, Python, SQL, Tableau, Power BI",power_bi,
raw_s000293,Overleaf Projects (77 items).zip,26 summer_UXR (v2）,26 summer_UXR (v2）.zip,project_028_26_summer_uxr_v2,main.tex,338,338,341,SKILLS,Productivity Tools,SharePoint,"Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",sharepoint,
raw_s000294,Overleaf Projects (77 items).zip,26 summer_UXR (v2）,26 summer_UXR (v2）.zip,project_028_26_summer_uxr_v2,main.tex,338,338,341,SKILLS,Productivity Tools,Notion,"Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",notion,
raw_s000295,Overleaf Projects (77 items).zip,26 summer_UXR (v2）,26 summer_UXR (v2）.zip,project_028_26_summer_uxr_v2,main.tex,338,338,341,SKILLS,Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)","Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000296,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,322,322,324,SKILLS,Data & Analytics,R,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",r,
raw_s000297,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,322,322,324,SKILLS,Data & Analytics,Python,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",python,
raw_s000298,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,322,322,324,SKILLS,Data & Analytics,SQL,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",sql,
raw_s000299,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,322,322,324,SKILLS,Data & Analytics,Tableau,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",tableau,
raw_s000300,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,322,322,324,SKILLS,Data & Analytics,Copilot Studio Agent,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",copilot_studio_agent,
raw_s000301,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,322,322,324,SKILLS,Data & Analytics,Qualtrics,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",qualtrics,
raw_s000302,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,340,340,343,SKILLS,Productivity Tools,Power Automate,"Productivity Tools: Power Automate, Notion, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",power_automate,
raw_s000303,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,340,340,343,SKILLS,Productivity Tools,Notion,"Productivity Tools: Power Automate, Notion, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",notion,
raw_s000304,Overleaf Projects (77 items).zip,26 summer_UXR_Organon,26 summer_UXR_Organon.zip,project_029_26_summer_uxr_organon,main.tex,340,340,343,SKILLS,Productivity Tools,"Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)","Productivity Tools: Power Automate, Notion, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000305,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,322,322,324,SKILLS,Data & Analytics,R,"Data & Analytics: R, Python, SQL, Tableau, Power BI, Qualtrics",r,
raw_s000306,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,322,322,324,SKILLS,Data & Analytics,Python,"Data & Analytics: R, Python, SQL, Tableau, Power BI, Qualtrics",python,
raw_s000307,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,322,322,324,SKILLS,Data & Analytics,SQL,"Data & Analytics: R, Python, SQL, Tableau, Power BI, Qualtrics",sql,
raw_s000308,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,322,322,324,SKILLS,Data & Analytics,Tableau,"Data & Analytics: R, Python, SQL, Tableau, Power BI, Qualtrics",tableau,
raw_s000309,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,322,322,324,SKILLS,Data & Analytics,Power BI,"Data & Analytics: R, Python, SQL, Tableau, Power BI, Qualtrics",power_bi,
raw_s000310,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,322,322,324,SKILLS,Data & Analytics,Qualtrics,"Data & Analytics: R, Python, SQL, Tableau, Power BI, Qualtrics",qualtrics,
raw_s000311,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,340,340,343,SKILLS,Productivity Tools,Notion,"Productivity Tools: Notion, Google Workspace, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",notion,
raw_s000312,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,340,340,343,SKILLS,Productivity Tools,Google Workspace,"Productivity Tools: Notion, Google Workspace, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",google_workspace,
raw_s000313,Overleaf Projects (77 items).zip,26 summer_UXR_SIE,26 summer_UXR_SIE.zip,project_030_26_summer_uxr_sie,main.tex,340,340,343,SKILLS,Productivity Tools,"Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)","Productivity Tools: Notion, Google Workspace, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000314,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,320,320,322,SKILLS,Data & Analytics,R,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",r,
raw_s000315,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,320,320,322,SKILLS,Data & Analytics,Python,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",python,
raw_s000316,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,320,320,322,SKILLS,Data & Analytics,SQL,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",sql,
raw_s000317,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,320,320,322,SKILLS,Data & Analytics,Tableau,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",tableau,
raw_s000318,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,320,320,322,SKILLS,Data & Analytics,Copilot Studio Agent,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",copilot_studio_agent,
raw_s000319,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,320,320,322,SKILLS,Data & Analytics,Qualtrics,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent, Qualtrics",qualtrics,
raw_s000320,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,338,338,341,SKILLS,Productivity Tools,Power Automate,"Productivity Tools: Power Automate, Notion, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",power_automate,
raw_s000321,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,338,338,341,SKILLS,Productivity Tools,Notion,"Productivity Tools: Power Automate, Notion, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",notion,
raw_s000322,Overleaf Projects (77 items).zip,26 summer_UXR_Xometry,26 summer_UXR_Xometry.zip,project_031_26_summer_uxr_xometry,main.tex,338,338,341,SKILLS,Productivity Tools,"Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)","Productivity Tools: Power Automate, Notion, Microsoft Office Suite (Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000323,Overleaf Projects (77 items).zip,26 summer_UXR_adobe,26 summer_UXR_adobe.zip,project_032_26_summer_uxr_adobe,main.tex,322,322,324,SKILLS,Data & Analytics,R,"Data & Analytics: R, Python, SQL, Tableau, Power BI",r,
raw_s000324,Overleaf Projects (77 items).zip,26 summer_UXR_adobe,26 summer_UXR_adobe.zip,project_032_26_summer_uxr_adobe,main.tex,322,322,324,SKILLS,Data & Analytics,Python,"Data & Analytics: R, Python, SQL, Tableau, Power BI",python,
raw_s000325,Overleaf Projects (77 items).zip,26 summer_UXR_adobe,26 summer_UXR_adobe.zip,project_032_26_summer_uxr_adobe,main.tex,322,322,324,SKILLS,Data & Analytics,SQL,"Data & Analytics: R, Python, SQL, Tableau, Power BI",sql,
raw_s000326,Overleaf Projects (77 items).zip,26 summer_UXR_adobe,26 summer_UXR_adobe.zip,project_032_26_summer_uxr_adobe,main.tex,322,322,324,SKILLS,Data & Analytics,Tableau,"Data & Analytics: R, Python, SQL, Tableau, Power BI",tableau,
raw_s000327,Overleaf Projects (77 items).zip,26 summer_UXR_adobe,26 summer_UXR_adobe.zip,project_032_26_summer_uxr_adobe,main.tex,322,322,324,SKILLS,Data & Analytics,Power BI,"Data & Analytics: R, Python, SQL, Tableau, Power BI",power_bi,
raw_s000328,Overleaf Projects (77 items).zip,26 summer_UXR_adobe,26 summer_UXR_adobe.zip,project_032_26_summer_uxr_adobe,main.tex,340,340,343,SKILLS,Productivity Tools,SharePoint,"Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",sharepoint,
raw_s000329,Overleaf Projects (77 items).zip,26 summer_UXR_adobe,26 summer_UXR_adobe.zip,project_032_26_summer_uxr_adobe,main.tex,340,340,343,SKILLS,Productivity Tools,Notion,"Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",notion,
raw_s000330,Overleaf Projects (77 items).zip,26 summer_UXR_adobe,26 summer_UXR_adobe.zip,project_032_26_summer_uxr_adobe,main.tex,340,340,343,SKILLS,Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)","Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000331,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,319,319,321,SKILLS,Qualitative Methods,Interview,"Qualitative Methods: Interview, Usability studies, Contextual inquiry, Concept evaluations",interview,
raw_s000332,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,319,319,321,SKILLS,Qualitative Methods,Usability studies,"Qualitative Methods: Interview, Usability studies, Contextual inquiry, Concept evaluations",usability_studies,
raw_s000333,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,319,319,321,SKILLS,Qualitative Methods,Contextual inquiry,"Qualitative Methods: Interview, Usability studies, Contextual inquiry, Concept evaluations",contextual_inquiry,
raw_s000334,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,319,319,321,SKILLS,Qualitative Methods,Concept evaluations,"Qualitative Methods: Interview, Usability studies, Contextual inquiry, Concept evaluations",concept_evaluations,
raw_s000335,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,325,325,327,SKILLS,Quantitative Methods,Survey Design,"Quantitative Methods: Survey Design, Implicit Measures, Experiments, Statistical hypothesis testing",survey_design,
raw_s000336,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,325,325,327,SKILLS,Quantitative Methods,Implicit Measures,"Quantitative Methods: Survey Design, Implicit Measures, Experiments, Statistical hypothesis testing",implicit_measures,
raw_s000337,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,325,325,327,SKILLS,Quantitative Methods,Experiments,"Quantitative Methods: Survey Design, Implicit Measures, Experiments, Statistical hypothesis testing",experiments,
raw_s000338,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,325,325,327,SKILLS,Quantitative Methods,Statistical hypothesis testing,"Quantitative Methods: Survey Design, Implicit Measures, Experiments, Statistical hypothesis testing",statistical_hypothesis_testing,
raw_s000339,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,332,332,334,SKILLS,Data & Analytics,R,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent",r,
raw_s000340,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,332,332,334,SKILLS,Data & Analytics,Python,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent",python,
raw_s000341,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,332,332,334,SKILLS,Data & Analytics,SQL,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent",sql,
raw_s000342,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,332,332,334,SKILLS,Data & Analytics,Tableau,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent",tableau,
raw_s000343,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,332,332,334,SKILLS,Data & Analytics,Copilot Studio Agent,"Data & Analytics: R, Python, SQL, Tableau, Copilot Studio Agent",copilot_studio_agent,
raw_s000344,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,346,346,349,SKILLS,Collaboration & Communication,Insight storytelling,"Collaboration & Communication: Insight storytelling, Stakeholder presentations, Cross-functional collaboration",insight_storytelling,
raw_s000345,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,346,346,349,SKILLS,Collaboration & Communication,Stakeholder presentations,"Collaboration & Communication: Insight storytelling, Stakeholder presentations, Cross-functional collaboration",stakeholder_presentations,
raw_s000346,Overleaf Projects (77 items).zip,26 summer_UX_Netflix,26 summer_UX_Netflix.zip,project_033_26_summer_ux_netflix,main.tex,346,346,349,SKILLS,Collaboration & Communication,Cross-functional collaboration,"Collaboration & Communication: Insight storytelling, Stakeholder presentations, Cross-functional collaboration",cross_functional_collaboration,
raw_s000347,Overleaf Projects (77 items).zip,26 summer_Wearables Intern,26 summer_Wearables Intern.zip,project_034_26_summer_wearables_intern,main.tex,345,345,347,SKILLS,Data & Analytics,R,"Data & Analytics: R, Python, SQL, Tableau, Power BI",r,
raw_s000348,Overleaf Projects (77 items).zip,26 summer_Wearables Intern,26 summer_Wearables Intern.zip,project_034_26_summer_wearables_intern,main.tex,345,345,347,SKILLS,Data & Analytics,Python,"Data & Analytics: R, Python, SQL, Tableau, Power BI",python,
raw_s000349,Overleaf Projects (77 items).zip,26 summer_Wearables Intern,26 summer_Wearables Intern.zip,project_034_26_summer_wearables_intern,main.tex,345,345,347,SKILLS,Data & Analytics,SQL,"Data & Analytics: R, Python, SQL, Tableau, Power BI",sql,
raw_s000350,Overleaf Projects (77 items).zip,26 summer_Wearables Intern,26 summer_Wearables Intern.zip,project_034_26_summer_wearables_intern,main.tex,345,345,347,SKILLS,Data & Analytics,Tableau,"Data & Analytics: R, Python, SQL, Tableau, Power BI",tableau,
raw_s000351,Overleaf Projects (77 items).zip,26 summer_Wearables Intern,26 summer_Wearables Intern.zip,project_034_26_summer_wearables_intern,main.tex,345,345,347,SKILLS,Data & Analytics,Power BI,"Data & Analytics: R, Python, SQL, Tableau, Power BI",power_bi,
raw_s000352,Overleaf Projects (77 items).zip,26 summer_Wearables Intern,26 summer_Wearables Intern.zip,project_034_26_summer_wearables_intern,main.tex,363,363,366,SKILLS,Productivity Tools,SharePoint,"Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",sharepoint,
raw_s000353,Overleaf Projects (77 items).zip,26 summer_Wearables Intern,26 summer_Wearables Intern.zip,project_034_26_summer_wearables_intern,main.tex,363,363,366,SKILLS,Productivity Tools,Notion,"Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",notion,
raw_s000354,Overleaf Projects (77 items).zip,26 summer_Wearables Intern,26 summer_Wearables Intern.zip,project_034_26_summer_wearables_intern,main.tex,363,363,366,SKILLS,Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)","Productivity Tools: SharePoint, Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000355,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,363,363,365,SKILLS,Data & Analytics,R,"Data & Analytics: R, Python, SQL, Tableau, Power BI",r,
raw_s000356,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,363,363,365,SKILLS,Data & Analytics,Python,"Data & Analytics: R, Python, SQL, Tableau, Power BI",python,
raw_s000357,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,363,363,365,SKILLS,Data & Analytics,SQL,"Data & Analytics: R, Python, SQL, Tableau, Power BI",sql,
raw_s000358,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,363,363,365,SKILLS,Data & Analytics,Tableau,"Data & Analytics: R, Python, SQL, Tableau, Power BI",tableau,
raw_s000359,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,363,363,365,SKILLS,Data & Analytics,Power BI,"Data & Analytics: R, Python, SQL, Tableau, Power BI",power_bi,
raw_s000360,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,369,369,371,SKILLS,Product & Collaboration,Figma,"Product & Collaboration: Figma, Notion, SharePoint",figma,
raw_s000361,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,369,369,371,SKILLS,Product & Collaboration,Notion,"Product & Collaboration: Figma, Notion, SharePoint",notion,
raw_s000362,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,369,369,371,SKILLS,Product & Collaboration,SharePoint,"Product & Collaboration: Figma, Notion, SharePoint",sharepoint,
raw_s000363,Overleaf Projects (77 items).zip,26 summer_ds_notion,26 summer_ds_notion.zip,project_035_26_summer_ds_notion,main.tex,384,384,386,SKILLS,Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)","Productivity Tools: Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000364,Overleaf Projects (77 items).zip,26 summer_ergo_antora,26 summer_ergo_antora.zip,project_036_26_summer_ergo_antora,main.tex,373,373,375,SKILLS,Data & AI Systems,R,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, AI Agent, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",r,
raw_s000365,Overleaf Projects (77 items).zip,26 summer_ergo_antora,26 summer_ergo_antora.zip,project_036_26_summer_ergo_antora,main.tex,373,373,375,SKILLS,Data & AI Systems,Python,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, AI Agent, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",python,
